index,x,y,z,carla_heading,heading,latitude,longitude,elevation
193,55.7061882019043,67.76753997802734,235.4899444580078,259.2282943725586,349.2282943725586,42.299984646637284,-83.69860660568456,235.4899444580078
194,55.43909454345703,66.3076171875,235.59275817871094,265.81483459472656,355.81483459472656,42.29999776147227,-83.69860984968794,235.59275817871094
195,55.3452262878418,64.78922271728516,235.71914672851562,272.5760955810547,2.5760955810546875,42.300011401569435,-83.69861098977094,235.71914672851562
196,55.481292724609375,62.98129653930664,235.86878967285156,275.56541442871094,5.5654144287109375,42.30002764259464,-83.69860933716718,235.86878967285156
197,55.67615509033203,60.877010345458984,236.01634216308594,274.17346954345703,4.173469543457031,42.30004654588615,-83.69860697045367,236.01634216308594
198,55.82097244262695,58.77727127075195,236.14389038085938,272.9562683105469,2.956268310546875,42.30006540832417,-83.69860521156511,236.14389038085938
199,55.92213821411133,56.68411636352539,236.25144958496094,271.91381072998047,1.9138107299804688,42.30008421160949,-83.69860398284966,236.25144958496094
200,55.98617935180664,54.598960876464844,236.33900451660156,271.0460739135742,1.0460739135742188,42.300102943028634,-83.69860320503386,236.33900451660156
201,56.01968765258789,52.52255630493164,236.4065399169922,270.35306549072266,0.35306549072265625,42.3001215958308,-83.69860279805663,236.4065399169922
202,56.02927017211914,50.45501708984375,236.45408630371094,269.83480072021484,359.83480072021484,42.30014016898801,-83.69860268167152,236.45408630371094
203,56.02155303955078,48.395790100097656,236.48336791992188,269.49127197265625,359.49127197265625,42.30015866746922,-83.69860277540045,236.48336791992188
204,56.00308609008789,46.34367752075195,236.50921630859375,269.3224639892578,359.3224639892578,42.30017710203475,-83.69860299969199,236.50921630859375
